strat_phrase_root,strat_flag
Biolaminoid Stromatolite Biolaminoid,Mudstone
Stromatolite,Mudstone
Indian Springs,Formation
Cathedral,Formation
Enorama,Shale
Wundowie,Limestone
Bloomsberg,Formation
Carlile,Formation
Magaliesberg,mention
Frognerkilen,Formation
Mafra,Formation
Bone,mention
West Runton Freshwater,Bed
Skyttegård,Member
Pysht,Fm
Kowala,Formation
Shahreza,mention
Woodruff,Formation
Coumiac,Formation
Orteguaza,Formation
Comet,Shale
Jiuliqiao,Formation
Grenzgelbkalk,Member
Nimaluoshenza,Member
Pennington,Fm
Pennington,mention
Pennington,Formation
Dou-cap Nantuo,Fm
Guojiaba,Formation
Johns Wash,Limestone
Ganigobis,Shale
Donglongtang,Member
Donglongtan,Member
Palaeoproterozoic Hamersley,Group
Phosphorite,Member
Shiyantou,Formation
Zhujiaqing,Formation
Schellenbrücke,Bed
Oxic,Bed
Jiangkou,mention
Sholeshook,Limestone
Luolou,mention
Crûg,mention
Untere Bundsandstein,Group
Elikah,Formation
Pardonet,Formation
Fernie,Formation
Jeleniów,Formation
Nupinai,Formation
Buntsandstein,mention
Grey,Shale
Hwajeol,Formation
Manganese Ore,Formation
Hora,Formation
Quantou,Formation
Gangolihat,Formation
Gangolihat,mention
Gangolihat,Dolomite
Chaumitien,Formation
Sizim,mention
Sizim,Formation
Kushan,Formation
Harudi,Formation
Padeha,Formation
Artés,Formation
Hannover,Formation
Fenghsiang,Formation
Buxa,Group
Garu,Formation
Tonto,Group
Waagenites,Bed
Otoceras,Bed
Lawson Cove,Bed
Verkhovka,Formation
Conasauga,Formation
Raibl,mention
Lunz,mention
Madotz,Limestone
Matese,Group
Bilecik,mention
Requieniidae,Limestone
Los Llanos,Formation
MGI,mention
BerriasianeConiacian Gyabula,Formation
Opaleniec,Formation
Mula,Member
Belle Fourche,Formation
Es Cubells,Formation
Kerker,Member
Marnes Bleues,Formation
Mishash,mention
Terrigenous,Group
Intermarine,Member
Carbonaceous,Shale
Limestones,Formation
DLS Facies Description,Conglomerate
Nova Olinda,Member
Komen,Limestone
Indidura,Formation
Romualdo,mention
Stromatolite,Limestone
Jamacaru,Member
Sannine,Formation
Gura Beliei,Formation
Gyabula,Formation
Geosolutions,Group
Kanmon,Group
Hikagenosawa,Formation
Hakkin Muddy,Sandstone
Kharita,Formation
Kaspichan,Formation
Nahr Umr,Formation
Limestones,Limestone
Chine,mention
Sulaiy,Formation
Description,Shale
Jirem-nuruu,Group
Lavalleja,Group
Iron Ore,mention
Bilara,Group
Shenongjia,Group
Tamengo,Formation
Itaiacoca,Group
Hilario,Formation
Nobres,Formation
Luojiamen Sh,Gp
Erlangping,Group
Rayanhalla,Group
Jagdalpur,Formation
Tlic Clinttisgarh,Supergroup
Itremo,Group
Boquira,mention
Vazante,Formation
Lead Rich,Group
Zn-Cu,mention
Singhora,Group
N.R. Red,Bed
Arcturus,Formation
Bababudan,mention
Yaveufa,Formation
Bena,Formation
Bocaina,Formation
Tamengo,mention
Sadler,mention
Menghong,Group
Ailaoshan,mention
Xiangyang,Group
Tumugou,Formation
Santa Helena,Formation
Magiveem,Formation
Itapucumi,Group
Yu'anshan,Formation
Calvörde,Formation
Gejiu,Formation
East Puolanka,Group
Toploje,Member
Paratirolites,Bed
Abadeh,mention
Gowganda,Formation
Jiangxian,Formation
Penglai,Group
Tumen,Group
Bretila,mention
Cabrela,Formation
Guanyinya,Formation
Witkop,Formation
Yaxicuo,Formation
Ranford,Formation
Ouarzazate,mention
Rocinha,Formation
Lagamar,Formation
Garrote,Formation
Poço Verde,Formation
Ponto,Group
Guandaokou,Group
Guanmenshan,Formation
Frauenbach,Group
Buah,Formation
Udaipur,mention
Baratal,Fm
Aties,Formation
Kazput,mention
Gifberg,Group
Cerro Largo,Formation
Micmacca,mention
Las Ventanas,Formation
Waterberg,Group
Koldaha,Shale
George,Formation
Soldado,Group
Macaúbas,Group
Açungui,Group
Nosib,Group
Berg Aukas,mention
Main,Limestone
Elandshoek,Formation
Tsumeb,mention
Kombat,Formation
Kombat,mention
Nabis,Formation
Tschudi,Formation
Mines,Subgroup
Kafubu,Formation
Palaeoproterozic Magaliesberg,Formation
Monwezi,Formation
Kipushi,mention
Kiubo,Formation
Lubudi,Formation
Muombe,Subgroup
Maggol,Limestone
Jagdalpur,mention
Gariep,Supergroup
Dabie River,Formation
Sholtzberg,Member
Cerro Victoria,Formation
Cerro Victoria,Member
Puma,Formation
Minas,mention
Galga,Member
Gunderdehi,mention
Mwashya,mention
Tsumeb,Subgroup
Dwaal Heuwel,Formation
Penge,Formation
Streatham,Member
Rhenosterhoek,mention
Malmant,Subgroup
Ramotswa,Shale
Transvaal,Dolomite
Lokoja,Formation
Red,Sandstone
Scarp,Sandstone
Uitkyk,Formation
Hill,Formation
Silverton,mention
Campbell,Group
Nouga,Formation
Mestaoua,Formation
Gongfla,mention
Kwetla,Formation
Muzuma Calcsilicate,Formation
Kasila,Group
Asu River,Group
River,Group
Amasine,Group
Hatteras,Formation
Shuaiba,Formation
Tilemsi,mention
Warno,Formation
Ameki,Formation
Ezeaku,Formation
Lindi,Fm
Samran,mention
Hot,mention
Argiles Principales,Formation
Marble Bar,Chert
Kolosh,Formation
Khurmala,Formation
Muva,Supergroup
Atud,mention
East Berlin,Formation
Taguedit,Bed
Ifarskhs-nTirsal,Formation
Tiout,mention
Amouslek,Formation
Lemdad,Formation
Lemdad,mention
Jbel Wawrmast,Formation
Santo Domingo,Formation
Bleïda,Group
Elat,mention
Taghdout-Lkest,Group
Muyaga,Group
Berg Aukas,Formation
Slate,Limestone
Ekenkpon,Formation
Denying,Formation
Beira-Schist,Formation
Matulla,Formation
Um Zeriq,mention
Ikalamavony,mention
Imo,Shale
Sample,Member
Diamictite,Formation
Haut-Shiloango,Subgroup
Hulyfah,Group
Wit-watersrand,Supergroup
Khan,Formation
Agoudim,Member
Nfaitok,Formation
Mamfe,Member
Metlaoui,Formation
Rudies,Formation
Akakus,Formation
Rudies,mention
Tambien,Group
Tanezzuft,Formation
Jibalah,mention
Schisto-Calcaire,Subgroup
Beglia,mention
Kitwe,Subgroup
Galula,Formation
Marar,Formation
Lenticular,Mudstone
Songwe,Member
Dembaba,Fm
Dembaba,Formation
Momibolé,Member
Atog Adjap,Member
Mintom,Formation
Hameima,mention
Allam,Member
Footwall,Sandstone
South Orebody,Shale
Contact,Shale
Katanga,mention
Txitonga,Group
Duwi,mention
Albite,Dolomite
Kibaran,Supergroup
Lonyumun,Member
Mundeck,Formation
Melania,Formation
Vingerbreek,Member
Kamoto,mention
Lubudi,Group
Kikosa,Formation
Kikosa,mention
Lie-de-vin,Formation
Lie-de-vin,mention
Bangwelu-Muva,Group
Nangurukuru,Formation
Kabwe,Dolomite
Kivinje,mention
Masoko,Formation
Bokkeveld,mention
Mfongosi,Group
Kambove,Formation
Lilango,Member
RAT,mention
Ore,Shale
Musoshi,mention
Mines,mention
Zambian Ore,Shale
Gamohaan,Fm
Gamohaan,mention
Nauga,Formation
Reveilo,Formation
Cambellrand,Subgroup
Arif El-Naga,Fm.
Within Ore,Shale
Oufroukh,mention
El Tlethyate,mention
Pyritic Black,Shale
Nkalagu,Formation
Nkalagu,mention
Birimian,mention
Lokammona,Formation
Pering,mention
Sakamena,Formation
Khan,mention
Ibangwe,Group
Tafeliant,mention
Gobabis,Member
Blaubeker,Formation
Witvlei,Group
Tapley-Hill,Formation
Wolkberg,Group
Wit Mfolozi,Formation
Gargaf,mention
Bima,Formation
Neoarchsean Campbellrand,Subgroup
Karoo,Supergroup
Gams Iron,Formation
Bushmanland,Group
Khoabendus,Group
El-Hefhuf,Formation
R.A.T.,Subgroup
Kambove,Dolomite
Roan,mention
Oaktree,Formation
Sao Rogue,Group
Iron Ore,Group
YIIJHAMARKOTRA FM,Dolomite
Nyanzian,Supergroup
Nyanzian,mention
Middle Frisco,Formation
Larger,Group
Kavirondian,mention
Pirirwiri,Group
Lusaka,mention
Sakamena,Group
Maru,mention
Agbada,Formation
Akata,Formation
Boomplaas,Formation
Loodaarrug,Member
Fairfield,Formation
Klipfontein Heuwel,Formation
Klipfontein Heuwel,mention
Klippan,Formation
Papkuil,Formation
Papkuil,mention
Kogelbeen,Formation
Lime Acres,Member
Tsineng,Member
Agbaja Ironstone,Formation
Vohitoloia,Limestone
Kial,Formation
Idusi,Formation
Mogobane,Formation
Yong,Limestone
Malmesbury,mention
Sheba,mention
Mvuvye,Group
Katangan,mention
Mufulira Ore,Formation
Kambove,mention
Pickelhaube,Formation
R.A.T,mention
S.D.,Formation
S.D.,mention
Mwashya,Group
Mines,Group
Dipeta,Group
Rehach,mention
Nsuze,Group
Tugela,Group
Msikaba,Formation
Leeuvlei,Member
Cevizdag˘ı,Formation
Oies,Fm.
Amaral,Formation
Pedroche,Formation
Pedroche,mention
Gög˘ebakan,Formation
Pardailhan,Formation
Changshan,Formation
Agrio,Formation
Antoing,Formation
Draupne,Formation
West Gongolian,Supergroup
Simard,Formation
Teferguenite,mention
Matoppa,Member
La,Formation
Molino,Formation
Exshaw,mention
Larroun,mention
Acoite,Formation
Serra,Formation
Fayetteville,mention
Japanese Working,Group
Elika,Formation
Kapsomin,Member
Kashima,Formation
Taqiye,Formation
Katsuhira,Formation
Pit,mention
Modin,mention
Pit,Fm
Pit,Formation
Modin,Formation
Uniform,Shale
Sha'iba,Member
Qasr,Member
Lagoon,Limestone
Hammamiyat,Member
Foz,Formation
Ponta Grossa,mention
Odivelas,Formation
Phyllite Quartzite,Formation
Ditton,Formation
Pennant,Sandstone
Unlike,Group
Zachełmie,Member
Dragons Teeth,Member
Santa Susana,Formation
Core Copacabana,Formation
Panther Mountain,Formation
Bordalete,Formation
Alvaux,Member
Kiskatom,Formation
Kiskatom,Fm
Conzen,Formation
Fosses,Formation
Nurolskaya,Formation
Easter Town Siltstone,Member
Buen,Formation
Eday,Group
Abu Roash,Formation
Ponteranica,Conglomerate
Coalbrookdale,Formation
Terravecchia,Formation
Carlo Indio,Formation
Hastiare,Formation
Dubaydib,Formation
Mudawwara,Formation
Chinglung,Formation
Silty,Shale
Jiulaodong,Fm
Senni,mention
Kurosedani,Formation
Imo,Formation
Millboro,Shale
Yuyuanxia,Formation
Kotuikan,mention
Kaltasa,Formation
Bochatetage,Formation
Cicapra,Formation
Paracatu,Formation
Torridonian,Supergroup
Black,Chert
Gongdong,Formation
Rhyolite Tuff,Member
Varicolored,Chert
Angmaat,Formation
Piragibu,Formation
Jacobina,mention
Jacobina,Group
Córrego,Fm
Atar,Formation
El Mreiti,Group
Environment III,mention
Kungarra,mention
Kamo,Group
Ilya,Formation
Mahogany Flats,Member
Penrhyn,Group
Santunying,Formation
Balfour,Subgroup
Detention,Subgroup
Emmetts Creek,Shale
Paranoá,Group
Siltstone Stromatolite,Dolomite
Fatima,Formation
FA,Formation
Wumishan,mention
Woodcutters,Supergroup
Yaolinghe,Group
Jiudingshan,Formation
Sidingshan,Formation
Jinshanzhai,Formation
Huaibei,mention
Loch Maree,Group
Ashburn,Formation
Greenhead,Group
Lantian,mention
Boolgeeda Iron,mention
Sulphur Springs,Group
Gunflint,Chert
Sulphur Springs,mention
Wynniatt,Fm
Grassy Bay,Fm
Mackenzie Mountains,mention
Kelixi,Formation
Hankalchough,mention
Aar,Member
Kuibis,Subgroup
Puga,Formation
Araras,Group
Black Flag,Group
Late Black Flag,Group
Maihar,mention
Wangquankou,Formation
Chorhat,Sandstone
Loma Negra,mention
Trepassey,Formation
Mooidraai,mention
Maddina,Formation
Fe,mention
Klipputs,Member
Oued Tarioufet,Formation
En Nesoar,Formation
Kuetsjärvi Volcanic,Formation
Qiaoenbrak,Fm
Apex,mention
Altyn,Limestone
Krol,Group
QI,mention
Jixian,mention
Jixian,Group
Johnnie,Formation
Clemente,mention
Chigebrak,Fm
Yujiashan,Formation
Palaeoproterozoic Koldaha,Shale
Throssell,Shale
Ranford,mention
Flat Rock,Formation
Bar River,Formation
Yurabi,Formation
Elk Mound,Group
Dakota,Sandstone
Bundi Hill,Sandstone
Riphean Bezymyannyi,Formation
Egan,mention
Dracoisen,Formation
Shiyantou,Fm
Rietkuil,Formation
Marra Mamba Iron,Formation
Marra Mamba,Formation
Jeerinah,Fm
Yurabi,mention
Synalds,Formation
Middle Riphean Bezymyannyi,Formation
Ferriman,Group
Menihek,Formation
Miningarra,Subgroup
Jequitaí,Formation
Nauyat,Formation
Adams Sound,mention
Tawaz,Formation
Throughout Atar,Group
Tenoumer,Formation
Within Atar,Group
Bitter Springs,mention
Tarkwa,Group
Storeelv,Formation
Russøya,mention
Russøya,Formation
Sokoman Iron,Formation
Government,Subgroup
Contorted,Bed
Palmietfontein,Formation
Booysens,Formation
Coronation,Formation
Promise,Formation
Roodepoort,Formation
Hospital Hill,Subgroup
Bergslagen,Group
Bergslagen,mention
Silverton,Formation
Omdraaivlei,Fm
Sodium,Group
Geobiology,Group
Touirist,Fm
FA,mention
Copperbelt Orebody,Member
Roan,Subgroup
Chambishi,Dolomite
Mindola Clastics,Formation
Johnnie,mention
Dawokeng,Formation
Kuangshishan,Formation
Wenshuihe,Formation
Rainstorm,Member
Pilgujärvi Sedimentary,Formation
Chencha,Formation
Warrawoona,mention
Bunya,Sandstone
Chigebrak,Formation
Taihua,Supergroup
Buxa,mention
Buxa,Formation
Buxa,Dolomite
Sugaitebulake,Fm
Qegebulake,Fm
Itza Lake,Formation
Amer,Group
Lomagundi,Group
Mountain,Sandstone
Piriwiri,Group
Chanda,Formation
Beck Spring,Formation
Islay,Fm
Islay,Formation
Moeda,Formation
Paso Severino,Formation
Funil,Formation
Lomagundi,mention
Jacoca,Formation
Villalba,Formation
Mástil,Formation
Mina Verdún,Group
Thluicho Lake,Group
Corumbá,Group
Tachgagalt,mention
Post-Archaean Australian,Shale
Backdoor,Formation
Siltstone Tuff,Shale
Biwabik,Formation
Terwagne,Formation
Neruen,mention
Peritidal,Member
Rohtas,Formation
Hongzaoshan,Formation
Zhoujieshan,mention
Allamore,Formation
Vermilion,mention
Ma-old Gaoyuzhang,Formation
Homestake,Fm
Homestake Iron,Formation
Poorman,Formation
Nahant,Formation
Lapa,mention
Vryburg,Formation
Boomplaas,mention
Yurubchen,Formation
Didikama,mention
Unconformity,Shale
Reivilo,mention
Schmidtsdrif,Subgroup
Kuruman,Fm
Reivilo,Formation
Julius River,Member
Fortress Hill,Formation
Lapa,Formation
Mount Barren,Group
Windplain,Subgroup
Malu,Formation
Bhander,Group
Cumberland Creek,Dolostone
Yarra Creek,Shale
Stromatolites,mention
Bimba,Formation
Portia,Formation
Tonian-to-Cryogenian Karatau,Group
Mosquito Creek,Formation
Raipur,Group
Sonia,Formation
Sonia,mention
Jinxian,Group
Jhamarkotra,Fm
Fortescue,Supergroup
Myr-old Pongola,Supergroup
Kelly,Group
Archaean,mention
Chocolay,Group
Baraga,Fm
Nature Publishing,Group
Maieberg,mention
Yinmin,Formation
Bilara,mention
Arumbera,Sandstone
Makganyene,mention
Ghaap,mention
Brixton,Formation
Assem,Limestone
Mai Kenetal,mention
Negash,Limestone
Sierras Bayas,Group
Khufai,Formation
Samples,mention
Woodiana,mention
Rothstein,Formation
Kona,Dolomite
Big Cusp Algal,Dolomite
Dernburg,Formation
Mid-Proterozoic Newland,Formation
Sheba,Formation
Labyrinth,Formation
Saghro,mention
Gurupi,Group
Oolloo,Dolostone
Chenchinskaya,Formation
Trezona,mention
Wonoka,Formation
Snowy Pass,mention
Rapitan,Group
Twitya,Formation
Quartzite,Member
Kheinjua,Subgroup
Jaradag,mention
Solooliiskaya,Group
Wallace,Formation
Ulakhan-Kurung,Formation
Discovery,Chert
Muntharra,Formation
Blue Billy,Formation
Calyie,Formation
Devil Creek,Formation
Windidda,Formation
Mushandike,mention
Manjeri,mention
Heterolithic,Sandstone
Quruqtagh,Group
Quruqtagh,mention
Hankalchough,Formation
Lakheri,Member
Lakheri,mention
Kitchener,Formation
Tambian,Group
Rasthof,mention
Salitre,mention
B-section,mention
Warrawoona,Supergroup
Kokchetav,Group
Tikhfist,Formation
Massive Black,Limestone
Nash Fork,Formation
Goulburn,Group
Snowy Pass,Supergroup
Guaicurus,Formation
Towers,Formation
Wyman,Formation
Lake Arthur,Group
Wooly,Dolomite
Roebourne,Group
JVC,mention
Reliance,Formation
Well,Member
Bartle,Member
Lille Sagelvvatn,Member
Nagod,Formation
Kajrahat,Formation
Neryuen,mention
Turukhansk,mention
Lone Land,Formation
Burovaya,mention
Middle Goulburn,Group
Hunting,mention
Suket,Shale
Karauli,mention
Zawar,Formation
Nuccaleena,Formation
Etina,Formation
Umberatana,Group
Brighton,Limestone
Enorama,mention
Mount Caernarvon Greywacke,Member
Artipena,Dolomite
Prichard,Formation
Basantgarh,mention
Conselheiro Mata,Group
Neruen,Formation
Santa Helena,mention
Johannesburg,Subgroup
Datangpo,Member
Minyar,Formation
Thule,Supergroup
Minle,mention
Minle,Formation
Sinian Chunmu,Formation
Cottee,Formation
McCaw,Formation
Chester,mention
Chester,Formation
Yerrida,Group
Pethei,Group
Boonall,Dolomite
Cdrrego,Formation
Deogiri,mention
Francevillian,Formation
Wtimishan,Formation
FKU’ICWik,Group
Longjiayuan,Formation
Luonan,Group
Tulomozero,Fm
Jatuli Jangozero,Fm
FrOderyd,Group
Noomut,Formation
Ncbmut,Formation
Noomut,mention
Greenstone,Group
Iron,Formation
Helen Iron,Formation
Cody,mention
Mapedi,Shale
Campbell,mention
Tyler,Formation
Campbellrand,Formation
Bambuf,Group
Una,mention
Francisco,Supergroup
Bambuf,mention
Quha,Formation
Monte Christo,mention
Malmani,Dolomite
Carawine,mention
Reef,mention
Vardal,Sandstone
Tanafjorden,Group
Huns,mention
Feldschuhorn,Member
Cloudina,mention
Mastakh,mention
Turkut,Formation
Bleida-Tachdamt,Group
Elkera,Formation
Fawn,Limestone
MinYar,Formation
Gandarela,mention
Alinya,Formation
Lime Acres,mention
Old Fort Point,Formation
Isaac,Formation
Kaza,Group
Windermere,mention
Longamundi,Group
Antas,Fm.
Longamundi,mention
Nondweni,mention
Dwaal Heuvel,mention
Auahuac,Formation
Adventdalen,Group
Adventdaten,Group
Rome,Shale
Ryan,Member
Msawize,mention
Mooifontein,mention
Nomtsas,Formation
Chamberlain,Shale
Be/t,Supergroup
Snowslip,Formation
Snowstip,Formation
Helene Iron,Formation
Strelly Pool,Chert
Evaporites,Sandstone
Sericite Quartzite,Formation
Flinton,Group
Montauban,mention
North Pole,Chert
North Pole,mention
Marguette Range,Supergroup
Sibley,Group
Yeneena,Group
Burwash,Formation
Reynolds Range,Group
Ortega,Group
Jingshanzhai,Formation
Zhaowei,Formation
Weiji,Formation
Zhangqu,Formation
Wangshan,Formation
Shijia,Formation
Mount Iso,Shale
Voltri,Group
Wernecke,mention
Hutuo,Group
Huaiyincun,Formation
Dahongyu,Formation
Changchengian,Group
Schmidtsdrift,Formation
Steeprock,Group
Nonesuch,mention
EoceneGreenRiver,Formation
Rove,Formation
Heron Bay,Group
Pretoria,Group
Black Reef Quartzite,Formation
Baimatuo,Member
Hongzhunping,Formation
Canyon,Formation
CANYON,Fm
Wilsonbreen,mention
Fatimah,Formation
Asbesheuwels,Subgroup
Thomson,mention
Belcher,Group
WitvleiGroup Witvlei,Group
Gariep,Group
Stromatolite Sparmicrite,Limestone
Tongkuangyu,Formation
Henglingguan,Formation
Bizigou,Formation
Machadodorp,Member
Cornucopia,Formation
PELOID MICROFOSSILS Pyritic,Shale
Macaubas,Group
Onwatin,Formation
Furnace Creek,Formation
Sinskian,Formation
Funnel Creek,Limestone
Tindir,mention
Tindir,Group
Streley Pool,Chert
Dodguni,mention
Spiral Creek,Formation
Muzuma Calc-Silicate,Formation
Duck Creek,mention
Gaixian,Formation
Pandikunta,Limestone
Koolpin,Formation
Mcheka,Formation
Hill,mention
Naute,Shale
Papaskwasati,Formation
Huainan,Group
Vendo-Cambrian Tal,Formation
Cobalt,Group
Dominion,mention
Fish River,mention
Bilara,Formation
Marwar,mention
Feishui,Group
Gaoyuahuang,Formation
Changzhougou,Fm
Dismal Lakes,Group
Dwaal Heuvel,Formation
Okonguarri,Formation
Middle Carbonate,Member
Feldspathic Quartzite-Upper Banded,Shale
Banded,Shale
Ngesi,Group
Yudoma,Formation
Ablah,Group
Halaban,Group
Creek,Dolomite
Roan,Formation
Arrinthrunga,Formation
Elements Qingbaikou Jingeryu,Fm
Gaoyuzhuang,Fm
Waganxi,Fm
Aaron,Formation
Luoxue,Fm
Ilk,Dolostone
Macaoyan,Group
Charmuria,Limestone
Scorpion,Group
Moora,Group
Sierras Bayas,Formation
Balcarce,Formation
Siyeh,Limestone
Altyn,mention
Slip,Formation
Annijokka,Member
Aqungui,Group
Onverwacht Soudan Iron,Formation
Bfitsfjord,Formation
Annijokka,mention
Bthaat Ergil,Group
Albanel,Formation
Mistassini,mention
Simla,Group
Stromatolitic,Limestone
Cumbum,Formation
Raipur,Limestone
Talchir Boulder,Bed
Stromatolitic,mention
Garhwal,mention
Jammu,Limestone
Jammu,mention
Within,Member
Wutai,mention
Flat-Convex Stromatolite,Group
Hebiancun,Formation
Convex Stromatolite,Group
Niushan,Formation
Ulundi,Formation
Surgah,Formation
Allamoore,mention
Ma-old Bitter Springs,Formation
Ga-old Belcher,Supergroup
Ma-old Allamoore,Formation
Avzyan,Formation
Talyn,mention
Sukhopit,Group
Ignikan,Formation
Kislayr,Formation
Skates Hill,Formation
Quanji,Group
Taowan,Group
IUGS Working,Group
Hennops River,Formation
AravaUi,mention
Hutou,Group
Bothaville,Formation
Dirksburg,Member
Belair,Subgroup
Tolmer,Group
Tart,Formation
Gangolihat,Limestone
Khorbuson,Group
Lontova,Formation
Koras,Group
Belcher Island,Formation
Mulden,mention
Jubaylah,Group
Lighthouse Point,Member
Tiririne,Formation
Late Riphean Minyar,Formation
AmvaUi,Group
Tawila,Sandstone
Kulele Creek,Limestone
Grootderm,Formation
Libby,Formation
Kundelungu,mention
Massive,Chert
Bentley,Supergroup
Sukhotungusin,Fm
Chichkan,Fm
Sukhotungusin,Formation
Sukhotungusin,mention
Valukhtin,mention
Minyar,mention
Late Riphean-age Olkhin,Formation
Olkhin,mention
Siyeh,mention
Mescal,Limestone
Mescal,mention
Portfjeld,Fm
Skillogalce,Dolomite
Late Riphean Skillogalee,Dolomite
Bulawayan,Group
Total,mention
Missoula,Group
Algal,Member
Mt. Isa,Shale
Reynolds Point,mention
Lyttelton,Formation
Tweefontein,Formation
Bossier,Shale
Da-long,Formation
Goldwyer,Formation
Wufeng,mention
Peron,Sandstone
Amorphous,Group
Dagorda,Formation
Reference Quartz Calcite,Dolomite
Marcellus,Formation
Union Springs,Member
Oatka Creek,Member
Huayingshan Longtan,Formation
Asmari,mention
Nordland,Group
Cromer Knoll,Group
